record_id,date,province,city,district,prov_code,city_code,district_code,lat,lon,channel,brand,sku,visits,sales_rmb,revenue_rmb
R00506,2025/9/14,河南省,郑州市,郑东新区,18,1801,180105,34.742723,113.567491,线下-便利店,沃尔玛,饮料,7,361.1,1746.52
R00507,2025/9/21,陕西省,西安市,雁塔区,24,2401,240101,34.33744,108.869382,线上-电商,家乐福,日用品,6,690.61,0.0
R00508,2025/11/10,北京市,北京市,海淀区,12,1201,120102,39.906055,116.40161,线下-专卖店,沃尔玛,生鲜,2,607.96,773.86
R00509,2025/12/14,天津市,天津市,和平区,14,1401,140101,39.13677,117.341297,线下-便利店,家乐福,饮料,3,1096.52,1470.23
R00510,2025/11/18,江苏省,南京市,玄武区,17,1701,170103,32.011838,118.792622,线下-专卖店,沃尔玛,家居,3,925.56,665.82
R00511,2025/10/8,北京市,北京市,海淀区,12,1201,120102,39.90564,116.483286,线上-电商,大润发,日用品,3,1119.07,1112.9
R00512,2025/12/5,上海市,上海市,静安区,11,1101,110104,31.26506,121.368393,线上-电商,盒马鲜生,日用品,3,804.68,717.33
R00513,2025/10/21,四川省,成都市,锦江区,13,1301,130101,30.578015,104.084759,线下-便利店,沃尔玛,生鲜,3,1027.12,1127.46
R00514,2025/9/22,陕西省,西安市,碑林区,24,2401,240102,34.325916,109.109495,线下-便利店,家乐福,生鲜,2,993.21,1312.96
R00515,2025/10/8,福建省,厦门市,湖里区,21,2101,210102,24.441993,118.156437,线下-大卖场,沃尔玛,生鲜,1,0.0,1689.02
R00516,2025/11/27,重庆市,重庆市,南岸区,23,2301,230103,29.569819,106.506963,线上-即时零售,家乐福,生鲜,8,846.31,983.52
R00517,2025/9/21,河南省,郑州市,二七区,18,1801,180103,34.764512,113.598851,线下-便利店,沃尔玛,生鲜,2,824.51,1543.92
R00518,2025/9/14,北京市,北京市,海淀区,12,1201,120102,39.947966,116.286135,线下-大卖场,家乐福,零食,4,0.0,1633.37
R00519,2025/9/19,重庆市,重庆市,沙坪坝区,23,2301,230104,29.452535,106.535336,线下-专卖店,沃尔玛,日用品,4,1752.98,923.28
R00520,2025/12/6,重庆市,重庆市,江北区,23,2301,230102,29.658014,106.497562,线下-大卖场,盒马鲜生,零食,3,623.11,1030.68
R00521,2025/9/7,广东省,广州市,越秀区,16,1601,160102,23.215128,113.22088,线下-便利店,家乐福,家居,5,976.82,891.68
R00522,2025/11/11,辽宁省,沈阳市,皇姑区,22,2201,220103,41.922644,123.416152,线下-专卖店,家乐福,饮料,4,722.22,1124.17
R00523,2025/11/10,广东省,广州市,番禺区,16,1601,160105,23.09085,113.270823,线下-大卖场,沃尔玛,零食,3,485.78,1690.01
R00524,2025/9/30,湖北省,武汉市,武昌区,20,2001,200101,30.574339,114.439221,线上-即时零售,盒马鲜生,生鲜,9,225.94,182.45
R00525,2025/12/15,浙江省,杭州市,西湖区,19,1901,190101,30.257118,120.151961,线下-大卖场,沃尔玛,日用品,6,857.7,1140.32
R00526,2025/9/6,辽宁省,沈阳市,铁西区,22,2201,220105,41.846998,123.364044,线下-便利店,盒马鲜生,生鲜,1,122.36,1110.25
R00527,2025/12/13,辽宁省,沈阳市,沈河区,22,2201,220102,41.692862,123.530694,线下-便利店,家乐福,饮料,3,278.03,1134.8
R00528,2025/9/23,河南省,郑州市,中原区,18,1801,180102,34.758173,113.58566,线上-即时零售,家乐福,生鲜,4,0.0,1179.38
R00529,2025/9/11,重庆市,重庆市,江北区,23,2301,230102,29.608056,106.555375,线下-专卖店,大润发,零食,4,305.22,662.03
R00530,2025/9/17,北京市,北京市,朝阳区,12,1201,120101,39.931473,116.484575,线下-大卖场,沃尔玛,日用品,4,338.19,1828.57
R00531,2025/9/13,山东省,济南市,历下区,15,1501,150101,36.796445,117.236043,线上-即时零售,大润发,生鲜,2,1095.6,881.82
R00532,2025/10/27,广东省,深圳市,宝安区,16,1602,160204,22.514902,114.050414,线下-大卖场,沃尔玛,零食,4,749.16,1649.19
R00533,2025/12/2,上海市,上海市,浦东新区,11,1101,110101,31.173978,121.537784,线下-大卖场,大润发,家居,2,88.43,2356.88
R00534,2025/11/25,辽宁省,沈阳市,大东区,22,2201,220104,41.719098,123.453769,线下-大卖场,家乐福,零食,5,47.9,726.0
R00535,2025/9/10,广东省,深圳市,福田区,16,1602,160202,22.535452,114.190922,线下-便利店,大润发,家居,4,1434.6,1853.56
R00536,2025/12/5,陕西省,西安市,长安区,24,2401,240105,34.262069,108.97807,线上-电商,盒马鲜生,家居,3,1083.89,1418.17
R00537,2025/9/25,四川省,成都市,锦江区,13,1301,130101,30.577249,104.06549,线下-便利店,大润发,家居,5,136.63,0.0
R00538,2025/10/5,天津市,天津市,滨海新区,14,1401,140105,39.075524,117.169357,线上-电商,大润发,日用品,2,562.54,775.5
R00539,2025/10/19,湖北省,武汉市,汉阳区,20,2001,200103,30.538405,114.128222,线下-专卖店,沃尔玛,生鲜,2,617.3,397.99
R00540,2025/10/23,重庆市,重庆市,南岸区,23,2301,230103,29.550775,106.615851,线下-便利店,大润发,日用品,4,530.73,392.89
R00541,2025/12/13,北京市,北京市,西城区,12,1201,120103,39.875453,116.382932,线上-电商,沃尔玛,日用品,2,1329.9,440.59
R00542,2025/11/27,陕西省,西安市,碑林区,24,2401,240102,34.268047,108.96491,线下-大卖场,家乐福,生鲜,4,426.15,902.69
R00543,2025/9/13,河南省,郑州市,金水区,18,1801,180101,34.725773,113.647956,线下-专卖店,大润发,家居,8,360.01,104.78
R00544,2025/9/15,天津市,天津市,河西区,14,1401,140102,39.056592,117.243719,线下-便利店,沃尔玛,零食,3,0.0,801.87
R00545,2025/11/30,江苏省,南京市,雨花台区,17,1701,170105,32.057787,118.789059,线上-电商,家乐福,家居,3,329.26,416.96
R00546,2025/12/6,广东省,广州市,番禺区,16,1601,160105,23.17389,113.190326,线上-电商,沃尔玛,生鲜,6,292.32,1477.98
R00547,2025/11/8,重庆市,重庆市,南岸区,23,2301,230103,29.614331,106.53154,线下-专卖店,沃尔玛,零食,1,1025.05,667.5
R00548,2025/10/21,广东省,深圳市,南山区,16,1602,160201,22.426959,114.13631,线下-大卖场,盒马鲜生,饮料,5,1404.29,1315.12
R00549,2025/9/4,广东省,广州市,海珠区,16,1601,160103,23.084938,113.211041,线上-即时零售,沃尔玛,日用品,6,565.08,1488.66
R00550,2025/10/23,北京市,北京市,海淀区,12,1201,120102,39.827204,116.492368,线上-电商,大润发,生鲜,1,1452.54,984.42
R00551,2025/10/11,上海市,上海市,徐汇区,11,1101,110103,31.166816,121.653007,线下-专卖店,沃尔玛,日用品,4,523.31,1538.59
R00552,2025/12/5,广东省,广州市,白云区,16,1601,160104,23.106515,113.160661,线上-电商,家乐福,家居,2,584.66,1460.0
R00553,2025/9/22,辽宁省,沈阳市,铁西区,22,2201,220105,41.927094,123.52819,线下-便利店,大润发,饮料,7,898.02,1042.15
R00554,2025/10/1,浙江省,杭州市,上城区,19,1901,190103,30.298312,120.170265,线下-大卖场,大润发,日用品,2,811.76,1451.46
R00555,2025/9/27,陕西省,西安市,未央区,24,2401,240104,34.389867,108.949523,线下-大卖场,盒马鲜生,零食,2,682.59,1085.46
R00556,2025/12/4,陕西省,西安市,碑林区,24,2401,240102,34.372081,108.867831,线上-即时零售,盒马鲜生,生鲜,3,562.46,428.93
R00557,2025/9/21,广东省,深圳市,罗湖区,16,1602,160203,22.503867,114.130577,线下-大卖场,大润发,饮料,3,817.94,493.11
R00558,2025/9/7,辽宁省,沈阳市,皇姑区,22,2201,220103,41.779064,123.409338,线下-大卖场,盒马鲜生,日用品,2,1763.23,20.23
R00559,2025/10/25,江苏省,南京市,玄武区,17,1701,170103,32.091155,118.782799,线上-电商,盒马鲜生,日用品,5,1346.66,1707.36
R00560,2025/12/4,湖北省,武汉市,汉口(江汉区),20,2001,200102,30.698997,114.245373,线下-专卖店,家乐福,日用品,5,926.99,780.09
R00561,2025/10/13,上海市,上海市,静安区,11,1101,110104,31.28595,121.577657,线下-大卖场,大润发,饮料,8,1165.82,205.87
R00562,2025/10/24,浙江省,杭州市,西湖区,19,1901,190101,30.287255,119.904104,线下-便利店,沃尔玛,饮料,5,116.29,766.45
R00563,2025/9/3,天津市,天津市,河东区,14,1401,140104,39.110053,117.249181,线上-电商,大润发,家居,4,808.62,573.88
R00564,2025/11/12,上海市,上海市,徐汇区,11,1101,110103,31.204681,121.372461,线上-电商,大润发,生鲜,3,1094.53,1367.66
R00565,2025/10/17,陕西省,西安市,未央区,24,2401,240104,34.327165,108.941151,线下-大卖场,大润发,生鲜,3,1128.55,1148.32
R00566,2025/9/24,湖北省,武汉市,青山区,20,2001,200105,30.570609,114.299104,线上-电商,家乐福,零食,5,316.13,732.03
R00567,2025/9/15,湖北省,武汉市,青山区,20,2001,200105,30.500782,114.065598,线下-大卖场,家乐福,生鲜,5,213.2,562.06
R00568,2025/11/24,浙江省,杭州市,萧山区,19,1901,190105,30.047087,120.313298,线下-大卖场,盒马鲜生,家居,1,542.14,1955.61
R00569,2025/9/18,浙江省,杭州市,西湖区,19,1901,190101,30.291862,120.430022,线上-电商,沃尔玛,家居,6,82.72,850.33
R00570,2025/10/4,四川省,成都市,武侯区,13,1301,130103,30.582396,104.091251,线上-电商,家乐福,日用品,5,173.4,1321.05
R00571,2025/11/11,湖北省,武汉市,汉阳区,20,2001,200103,30.637738,114.290492,线下-便利店,家乐福,生鲜,3,883.56,1829.88
R00572,2025/10/8,广东省,深圳市,罗湖区,16,1602,160203,22.489167,114.085395,线下-大卖场,家乐福,家居,5,623.22,1210.41
R00573,2025/11/5,山东省,济南市,槐荫区,15,1501,150103,36.660402,117.335021,线上-即时零售,盒马鲜生,零食,4,490.3,2288.57
R00574,2025/12/11,河南省,郑州市,管城回族区,18,1801,180104,34.91193,113.565189,线上-即时零售,大润发,零食,2,769.39,863.13
R00575,2025/10/21,陕西省,西安市,碑林区,24,2401,240102,34.360958,108.997746,线下-便利店,盒马鲜生,生鲜,2,1398.29,1303.03
R00576,2025/9/17,北京市,北京市,丰台区,12,1201,120105,39.835409,116.384956,线下-大卖场,盒马鲜生,日用品,2,1009.86,1294.92
R00577,2025/11/7,广东省,广州市,越秀区,16,1601,160102,23.118993,113.314416,线下-大卖场,大润发,家居,8,0.0,1008.75
R00578,2025/11/17,湖北省,武汉市,汉口(江汉区),20,2001,200102,30.552582,114.331387,线上-电商,大润发,生鲜,5,860.79,1629.62
R00579,2025/11/20,天津市,天津市,和平区,14,1401,140101,39.070048,117.176418,线下-便利店,盒马鲜生,家居,7,803.99,0.0
R00580,2025/10/25,浙江省,杭州市,萧山区,19,1901,190105,30.175058,120.059648,线上-即时零售,盒马鲜生,日用品,3,1106.92,193.68
R00581,2025/11/13,陕西省,西安市,长安区,24,2401,240105,34.464877,109.266979,线下-大卖场,大润发,零食,6,894.23,78.47
R00582,2025/12/15,陕西省,西安市,雁塔区,24,2401,240101,34.333023,108.945371,线下-专卖店,盒马鲜生,饮料,6,1266.34,1320.36
R00583,2025/11/2,重庆市,重庆市,南岸区,23,2301,230103,29.606862,106.52771,线下-便利店,盒马鲜生,日用品,5,791.8,476.61
R00584,2025/11/30,四川省,成都市,锦江区,13,1301,130101,30.567935,104.087948,线下-便利店,大润发,日用品,2,337.98,569.01
R00585,2025/10/3,辽宁省,沈阳市,大东区,22,2201,220104,41.848798,123.431401,线下-便利店,家乐福,饮料,6,91.11,523.96
R00586,2025/10/12,北京市,北京市,东城区,12,1201,120104,39.920292,116.444624,线上-即时零售,沃尔玛,饮料,1,725.19,772.82
R00587,2025/9/13,浙江省,杭州市,上城区,19,1901,190103,30.496993,120.032888,线上-电商,大润发,日用品,3,828.55,584.12
R00588,2025/10/8,河南省,郑州市,中原区,18,1801,180102,34.754536,113.60313,线下-便利店,家乐福,家居,2,629.07,1204.95
R00589,2025/10/9,江苏省,南京市,玄武区,17,1701,170103,32.036212,118.827809,线上-电商,沃尔玛,饮料,4,417.6,2004.23
R00590,2025/12/8,天津市,天津市,河东区,14,1401,140104,39.187023,117.384691,线上-电商,沃尔玛,家居,7,586.39,316.97
R00591,2025/9/9,重庆市,重庆市,江北区,23,2301,230102,29.595528,106.562265,线下-便利店,家乐福,家居,5,313.92,804.41
R00592,2025/11/29,河南省,郑州市,郑东新区,18,1801,180105,34.747778,113.61386,线下-大卖场,盒马鲜生,家居,3,1241.52,349.28
R00593,2025/10/7,北京市,北京市,海淀区,12,1201,120102,39.895498,116.411233,线下-专卖店,大润发,家居,4,996.27,1624.19
R00594,2025/11/28,浙江省,杭州市,上城区,19,1901,190103,30.339893,120.020401,线下-专卖店,沃尔玛,生鲜,8,1297.78,1027.45
R00595,2025/12/2,北京市,北京市,海淀区,12,1201,120102,39.888885,116.518164,线下-专卖店,家乐福,日用品,3,911.13,1036.86
R00596,2025/11/19,四川省,成都市,高新区,13,1301,130105,30.596946,104.163038,线下-便利店,沃尔玛,零食,3,988.56,469.26
R00597,2025/11/30,河南省,郑州市,金水区,18,1801,180101,34.618279,113.655314,线下-大卖场,家乐福,零食,7,675.91,911.17
R00598,2025/9/7,福建省,厦门市,湖里区,21,2101,210102,24.5428,118.131129,线上-电商,盒马鲜生,零食,5,732.35,309.28
R00599,2025/10/12,湖北省,武汉市,青山区,20,2001,200105,30.574078,114.311663,线上-即时零售,家乐福,生鲜,2,224.48,944.78
R00600,2025/11/26,四川省,成都市,青羊区,13,1301,130102,30.63063,104.103799,线上-电商,盒马鲜生,日用品,3,448.91,874.96
R00601,2025/10/25,福建省,厦门市,集美区,21,2101,210103,24.525276,118.039233,线下-便利店,沃尔玛,日用品,2,831.09,1562.75
R00602,2025/9/28,浙江省,杭州市,拱墅区,19,1901,190102,30.272833,120.207763,线下-便利店,大润发,日用品,7,728.04,978.55
R00603,2025/9/15,陕西省,西安市,雁塔区,24,2401,240101,34.353818,108.930563,线下-专卖店,沃尔玛,家居,3,878.0,1861.97
R00604,2025/11/26,江苏省,南京市,雨花台区,17,1701,170105,32.057075,118.715364,线下-便利店,家乐福,家居,5,748.96,812.58
R00605,2025/10/2,浙江省,杭州市,上城区,19,1901,190103,30.309328,120.049472,线下-便利店,大润发,生鲜,7,841.92,1094.91
R00606,2025/11/4,浙江省,杭州市,拱墅区,19,1901,190102,30.261646,120.14582,线下-专卖店,家乐福,生鲜,3,1416.25,1306.66
R00607,2025/12/9,河南省,郑州市,郑东新区,18,1801,180105,34.824732,113.690739,线上-电商,盒马鲜生,日用品,2,1880.91,1061.75
R00608,2025/10/9,山东省,济南市,天桥区,15,1501,150104,36.800754,117.212978,线下-便利店,大润发,饮料,6,307.16,1052.17
R00609,2025/12/4,北京市,北京市,丰台区,12,1201,120105,39.852491,116.409373,线下-便利店,大润发,家居,3,1075.38,1438.06
R00610,2025/9/12,山东省,济南市,天桥区,15,1501,150104,36.66116,117.100438,线下-专卖店,家乐福,饮料,2,1130.29,1751.74
R00611,2025/10/13,天津市,天津市,滨海新区,14,1401,140105,39.079914,117.146494,线下-便利店,家乐福,饮料,5,752.08,1661.65
R00612,2025/9/15,辽宁省,沈阳市,铁西区,22,2201,220105,41.794991,123.51569,线上-即时零售,大润发,生鲜,4,1058.47,851.33
R00613,2025/9/20,广东省,深圳市,罗湖区,16,1602,160203,22.579983,114.065604,线上-电商,家乐福,生鲜,3,558.26,370.65
R00614,2025/11/8,江苏省,南京市,玄武区,17,1701,170103,32.065904,118.920391,线下-专卖店,家乐福,家居,6,1689.47,1101.17
R00615,2025/10/27,北京市,北京市,丰台区,12,1201,120105,39.926063,116.386809,线下-专卖店,大润发,家居,5,1227.57,437.61
R00616,2025/10/5,山东省,济南市,天桥区,15,1501,150104,36.520645,117.168176,线下-便利店,大润发,家居,3,757.74,1351.64
R00617,2025/9/2,广东省,深圳市,罗湖区,16,1602,160203,22.565745,113.942658,线上-即时零售,盒马鲜生,零食,4,1405.72,515.87
R00618,2025/9/30,广东省,广州市,海珠区,16,1601,160103,23.10098,113.328015,线上-电商,家乐福,日用品,2,411.54,983.39
R00619,2025/9/24,广东省,广州市,海珠区,16,1601,160103,23.128881,113.269046,线下-大卖场,沃尔玛,零食,4,525.51,2670.42
R00620,2025/9/30,广东省,广州市,番禺区,16,1601,160105,23.211606,113.247493,线下-专卖店,沃尔玛,生鲜,4,1281.77,1715.16
R00621,2025/11/1,陕西省,西安市,未央区,24,2401,240104,34.347639,108.899257,线下-便利店,大润发,家居,5,791.65,712.83
R00622,2025/11/11,北京市,北京市,丰台区,12,1201,120105,39.93098,116.339573,线上-电商,盒马鲜生,生鲜,3,961.93,1735.1
R00623,2025/9/18,福建省,厦门市,同安区,21,2101,210105,24.452884,118.185827,线下-大卖场,沃尔玛,家居,2,823.04,1063.87
R00624,2025/10/16,广东省,深圳市,罗湖区,16,1602,160203,22.555941,114.121419,线下-大卖场,大润发,零食,4,365.6,187.11
R00625,2025/9/17,广东省,广州市,天河区,16,1601,160101,23.150566,113.307509,线下-便利店,沃尔玛,生鲜,2,821.17,869.42
R00626,2025/11/10,陕西省,西安市,长安区,24,2401,240105,34.38653,108.845969,线下-便利店,家乐福,生鲜,5,791.34,1922.22
R00627,2025/9/25,天津市,天津市,河东区,14,1401,140104,39.081817,117.139472,线上-电商,大润发,日用品,3,1163.51,1623.98
R00628,2025/12/3,福建省,厦门市,海沧区,21,2101,210104,24.43571,118.052041,线下-便利店,沃尔玛,生鲜,5,613.12,714.26
R00629,2025/10/7,辽宁省,沈阳市,和平区,22,2201,220101,41.806677,123.37431,线下-大卖场,大润发,饮料,2,0.0,1633.54
R00630,2025/10/13,湖北省,武汉市,汉阳区,20,2001,200103,30.572695,114.260175,线下-专卖店,沃尔玛,饮料,3,733.62,1197.14
R00631,2025/11/5,河南省,郑州市,金水区,18,1801,180101,34.717991,113.595192,线上-电商,沃尔玛,家居,1,0.0,1160.2
R00632,2025/9/9,重庆市,重庆市,南岸区,23,2301,230103,29.700575,106.365662,线上-电商,盒马鲜生,饮料,2,1296.77,1057.91
R00633,2025/10/14,北京市,北京市,西城区,12,1201,120103,39.911103,116.246971,线上-电商,盒马鲜生,家居,4,443.18,731.94
R00634,2025/9/11,陕西省,西安市,碑林区,24,2401,240102,34.405657,108.879148,线上-电商,沃尔玛,生鲜,2,734.99,1086.28
R00635,2025/12/1,上海市,上海市,徐汇区,11,1101,110103,31.212047,121.425262,线上-电商,盒马鲜生,生鲜,2,920.14,835.56
R00636,2025/10/31,福建省,厦门市,集美区,21,2101,210103,24.527302,118.103415,线下-便利店,沃尔玛,饮料,6,184.79,209.63
R00637,2025/11/6,重庆市,重庆市,沙坪坝区,23,2301,230104,29.55903,106.633864,线上-电商,大润发,零食,4,808.34,1137.4
R00638,2025/10/17,北京市,北京市,朝阳区,12,1201,120101,39.919238,116.359308,线上-电商,大润发,家居,2,534.54,586.02
R00639,2025/11/23,上海市,上海市,黄浦区,11,1101,110105,31.23211,121.50879,线上-电商,盒马鲜生,日用品,1,692.63,644.25
R00640,2025/9/9,广东省,深圳市,宝安区,16,1602,160204,22.524629,114.103526,线下-便利店,盒马鲜生,零食,3,716.84,1749.46
R00641,2025/11/8,河南省,郑州市,金水区,18,1801,180101,34.704014,113.650681,线下-便利店,大润发,零食,3,1470.07,1374.24
R00642,2025/11/21,上海市,上海市,浦东新区,11,1101,110101,31.258054,121.436307,线下-大卖场,盒马鲜生,日用品,2,925.09,653.17
R00643,2025/10/28,江苏省,南京市,玄武区,17,1701,170103,31.82093,118.744993,线上-即时零售,大润发,饮料,2,469.37,859.26
R00644,2025/10/31,江苏省,南京市,玄武区,17,1701,170103,32.058779,118.707039,线下-大卖场,家乐福,生鲜,4,872.12,1377.3
R00645,2025/11/19,河南省,郑州市,管城回族区,18,1801,180104,34.724899,113.460132,线上-电商,盒马鲜生,饮料,7,517.1,1539.68
R00646,2025/9/6,上海市,上海市,闵行区,11,1101,110102,31.197686,121.447364,线上-即时零售,大润发,零食,1,313.49,698.95
R00647,2025/9/1,天津市,天津市,滨海新区,14,1401,140105,39.012087,117.360307,线上-电商,沃尔玛,日用品,3,1622.03,1351.06
R00648,2025/9/14,湖北省,武汉市,汉阳区,20,2001,200103,30.626979,114.274788,线上-即时零售,家乐福,日用品,2,577.07,808.47
R00649,2025/11/21,天津市,天津市,河西区,14,1401,140102,39.158637,117.171705,线上-即时零售,盒马鲜生,日用品,3,1782.9,0.0
R00650,2025/10/19,北京市,北京市,朝阳区,12,1201,120101,39.913887,116.510573,线上-电商,盒马鲜生,生鲜,6,812.1,1188.21
R00651,2025/9/26,重庆市,重庆市,九龙坡区,23,2301,230105,29.623849,106.517748,线上-即时零售,盒马鲜生,日用品,3,1912.06,1060.6
R00652,2025/10/20,重庆市,重庆市,九龙坡区,23,2301,230105,29.595011,106.561586,线下-便利店,盒马鲜生,零食,7,1099.67,1560.12
R00653,2025/10/9,山东省,济南市,天桥区,15,1501,150104,36.607383,117.14897,线上-电商,家乐福,饮料,3,20.38,577.76
R00654,2025/10/20,北京市,北京市,朝阳区,12,1201,120101,39.922919,116.379461,线下-专卖店,盒马鲜生,饮料,5,742.79,760.03
R00655,2025/9/21,广东省,广州市,天河区,16,1601,160101,23.162764,113.101901,线下-便利店,家乐福,日用品,3,0.0,819.5
R00656,2025/11/6,重庆市,重庆市,江北区,23,2301,230102,29.579315,106.934019,线下-便利店,家乐福,日用品,7,903.12,963.6
R00657,2025/10/2,福建省,厦门市,同安区,21,2101,210105,24.329078,118.018737,线下-大卖场,盒马鲜生,日用品,2,1033.39,406.24
R00658,2025/11/4,四川省,成都市,锦江区,13,1301,130101,30.551208,104.040043,线下-便利店,盒马鲜生,生鲜,4,880.06,749.74
R00659,2025/12/2,河南省,郑州市,金水区,18,1801,180101,34.623036,113.639157,线上-即时零售,盒马鲜生,生鲜,4,859.16,956.11
R00660,2025/10/7,四川省,成都市,武侯区,13,1301,130103,30.536103,104.042202,线上-电商,家乐福,家居,5,719.38,367.13
R00661,2025/9/4,江苏省,南京市,雨花台区,17,1701,170105,31.963421,118.835607,线上-电商,盒马鲜生,零食,5,1331.85,0.0
R00662,2025/9/20,上海市,上海市,闵行区,11,1101,110102,31.277827,121.397347,线下-便利店,沃尔玛,饮料,4,153.7,1039.49
R00663,2025/10/4,浙江省,杭州市,萧山区,19,1901,190105,30.193619,120.209421,线上-电商,沃尔玛,家居,7,451.08,1124.32
R00664,2025/11/19,广东省,广州市,白云区,16,1601,160104,23.152941,113.226471,线下-便利店,家乐福,饮料,4,812.98,884.74
R00665,2025/9/22,河南省,郑州市,管城回族区,18,1801,180104,34.743339,113.681654,线下-专卖店,盒马鲜生,生鲜,5,4.58,1119.46
R00666,2025/10/25,上海市,上海市,静安区,11,1101,110104,31.19256,121.543411,线上-即时零售,大润发,日用品,5,1186.0,0.0
R00667,2025/9/17,福建省,厦门市,海沧区,21,2101,210104,24.35872,118.068775,线上-电商,大润发,生鲜,4,709.62,763.07
R00668,2025/9/24,四川省,成都市,锦江区,13,1301,130101,30.56934,104.046217,线下-专卖店,沃尔玛,饮料,5,592.97,1161.13
R00669,2025/10/16,天津市,天津市,滨海新区,14,1401,140105,39.087245,117.189324,线上-电商,盒马鲜生,零食,4,168.83,793.89
R00670,2025/11/19,上海市,上海市,静安区,11,1101,110104,31.238748,121.645899,线下-专卖店,盒马鲜生,日用品,5,1642.4,322.58
R00671,2025/9/6,天津市,天津市,河西区,14,1401,140102,39.044731,117.176196,线下-便利店,盒马鲜生,饮料,6,1123.29,320.42
R00672,2025/11/29,福建省,厦门市,湖里区,21,2101,210102,24.371487,118.124611,线下-便利店,家乐福,饮料,6,126.15,1344.48
R00673,2025/9/12,浙江省,杭州市,萧山区,19,1901,190105,30.299269,120.174206,线上-电商,家乐福,家居,8,1602.4,520.78
R00674,2025/12/12,广东省,深圳市,福田区,16,1602,160202,22.519557,114.182624,线上-电商,家乐福,家居,5,1898.55,979.65
R00675,2025/11/16,辽宁省,沈阳市,沈河区,22,2201,220102,41.654006,123.628954,线上-电商,盒马鲜生,家居,2,666.18,1109.87
R00676,2025/9/27,陕西省,西安市,长安区,24,2401,240105,34.318862,109.237941,线上-电商,家乐福,生鲜,4,968.07,839.49
R00677,2025/12/5,天津市,天津市,河东区,14,1401,140104,39.052278,117.215286,线下-专卖店,沃尔玛,零食,5,750.86,0.0
R00678,2025/9/28,山东省,济南市,历下区,15,1501,150101,36.675454,117.133153,线下-便利店,家乐福,零食,6,878.52,2584.48
R00679,2025/10/22,山东省,济南市,槐荫区,15,1501,150103,36.736127,117.067996,线上-电商,沃尔玛,零食,5,1401.61,992.5
R00680,2025/9/20,福建省,厦门市,同安区,21,2101,210105,24.474755,118.082818,线下-便利店,沃尔玛,零食,4,0.0,778.05
R00681,2025/10/1,山东省,济南市,历城区,15,1501,150105,36.698126,117.072773,线上-电商,沃尔玛,家居,4,730.36,624.13
R00682,2025/10/13,福建省,厦门市,集美区,21,2101,210103,24.446019,118.090332,线上-即时零售,沃尔玛,饮料,2,374.7,705.91
R00683,2025/9/16,山东省,济南市,槐荫区,15,1501,150103,36.659132,117.10304,线下-大卖场,大润发,零食,4,5.98,789.72
R00684,2025/11/3,福建省,厦门市,海沧区,21,2101,210104,24.54638,118.003603,线上-即时零售,沃尔玛,生鲜,5,1103.9,377.16
R00685,2025/10/14,福建省,厦门市,同安区,21,2101,210105,24.402785,118.061832,线上-电商,盒马鲜生,生鲜,4,1037.74,949.69
R00686,2025/9/30,广东省,广州市,天河区,16,1601,160101,23.205861,113.201882,线上-即时零售,盒马鲜生,零食,3,1163.23,1300.38
R00687,2025/9/10,北京市,北京市,东城区,12,1201,120104,39.955092,116.519273,线下-专卖店,家乐福,零食,8,780.0,360.22
R00688,2025/10/17,浙江省,杭州市,西湖区,19,1901,190101,30.340812,120.058143,线下-专卖店,大润发,生鲜,6,387.12,1211.57
R00689,2025/9/10,天津市,天津市,南开区,14,1401,140103,39.105344,117.253347,线上-电商,家乐福,饮料,3,783.06,1192.7
R00690,2025/11/10,浙江省,杭州市,滨江区,19,1901,190104,30.340047,120.200927,线下-大卖场,大润发,家居,2,635.23,1220.93
R00691,2025/9/23,广东省,广州市,番禺区,16,1601,160105,23.133143,113.267275,线上-电商,家乐福,家居,5,643.75,498.09
R00692,2025/11/7,湖北省,武汉市,武昌区,20,2001,200101,30.644118,114.447198,线下-便利店,盒马鲜生,生鲜,2,745.67,1088.85
R00693,2025/11/16,江苏省,南京市,玄武区,17,1701,170103,32.04116,118.853135,线上-即时零售,沃尔玛,家居,5,1439.71,986.23
R00694,2025/12/12,重庆市,重庆市,渝中区,23,2301,230101,29.544545,106.55157,线上-电商,家乐福,饮料,3,1023.38,864.02
R00695,2025/9/6,陕西省,西安市,长安区,24,2401,240105,34.389454,109.005975,线上-即时零售,家乐福,零食,2,1506.44,171.11
R00696,2025/11/30,天津市,天津市,和平区,14,1401,140101,39.155394,117.310069,线下-便利店,大润发,生鲜,3,1868.45,1098.56
R00697,2025/9/25,重庆市,重庆市,南岸区,23,2301,230103,29.588334,106.670225,线下-专卖店,盒马鲜生,生鲜,5,965.23,861.14
R00698,2025/10/3,江苏省,南京市,雨花台区,17,1701,170105,32.038527,118.807293,线上-即时零售,大润发,日用品,1,1099.29,1586.05
R00699,2025/12/1,重庆市,重庆市,九龙坡区,23,2301,230105,29.557577,106.563019,线上-电商,大润发,零食,3,1296.83,18.62
R00700,2025/11/6,广东省,深圳市,宝安区,16,1602,160204,22.570296,114.026399,线下-便利店,沃尔玛,日用品,4,1558.99,1168.07
R00701,2025/10/19,辽宁省,沈阳市,大东区,22,2201,220104,41.809739,123.459446,线上-电商,沃尔玛,生鲜,4,0.0,2371.34
R00702,2025/9/27,江苏省,南京市,鼓楼区,17,1701,170101,32.044858,118.776704,线下-大卖场,沃尔玛,零食,2,465.46,975.6
